,date,tank,speaker,treatment,settled,cup_position,spl,low_freq,mid_freq,high_freq,aci,adi,aei,larvae_cup
461,4-Mar,5,4,off reef,0,5,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
46.11,4-Mar,5,4,off reef,0,5,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
46.21,4-Mar,5,4,off reef,0,5,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
46.31,4-Mar,5,4,off reef,0,5,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
471,4-Mar,5,4,off reef,0,2,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
47.11,4-Mar,5,4,off reef,0,2,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
47.21,4-Mar,5,4,off reef,0,2,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
47.31,4-Mar,5,4,off reef,0,2,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
481,4-Mar,5,4,off reef,0,3,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
48.11,4-Mar,5,4,off reef,0,3,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
48.21,4-Mar,5,4,off reef,0,3,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
48.3,4-Mar,5,4,off reef,0,3,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
48.4,4-Mar,5,4,off reef,0,3,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
491,4-Mar,5,4,off reef,0,4,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
49.11,4-Mar,5,4,off reef,0,4,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
49.21,4-Mar,5,4,off reef,0,4,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
49.3,4-Mar,5,4,off reef,0,4,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
501,4-Mar,5,4,off reef,0,1,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
50.11,4-Mar,5,4,off reef,0,1,106.6463456,71.40673403,64.65583425,63.97716647,4211.775797,1.033229411,0.941166814,
511,5-Mar,1,2,vessel,0,3,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
51.11,5-Mar,1,2,vessel,0,3,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
51.2,5-Mar,1,2,vessel,0,3,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
51.3,5-Mar,1,2,vessel,0,3,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
51.4,5-Mar,1,2,vessel,0,3,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
51.5,5-Mar,1,2,vessel,0,3,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
51.6,5-Mar,1,2,vessel,0,3,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
521,5-Mar,1,2,vessel,0,4,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
52.11,5-Mar,1,2,vessel,0,4,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
52.21,5-Mar,1,2,vessel,0,4,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
52.31,5-Mar,1,2,vessel,0,4,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
52.4,5-Mar,1,2,vessel,0,4,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
52.5,5-Mar,1,2,vessel,0,4,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
531,5-Mar,1,2,vessel,0,5,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
53.11,5-Mar,1,2,vessel,0,5,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
53.21,5-Mar,1,2,vessel,0,5,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
53.3,5-Mar,1,2,vessel,0,5,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
53.4,5-Mar,1,2,vessel,0,5,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
53.5,5-Mar,1,2,vessel,0,5,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
541,5-Mar,1,2,vessel,0,1,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
54.11,5-Mar,1,2,vessel,0,1,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
54.21,5-Mar,1,2,vessel,0,1,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
54.31,5-Mar,1,2,vessel,0,1,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
551,5-Mar,1,2,vessel,0,2,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
55.11,5-Mar,1,2,vessel,0,2,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
55.2,5-Mar,1,2,vessel,0,2,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
55.3,5-Mar,1,2,vessel,0,2,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
55.4,5-Mar,1,2,vessel,0,2,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
55.5,5-Mar,1,2,vessel,0,2,106.0180973,67.50056715,67.57421984,63.01547414,4266.761405,1.656271162,0.850416628,
561,5-Mar,3,3,reef + vessel,0,4,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
56.11,5-Mar,3,3,reef + vessel,0,4,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
56.21,5-Mar,3,3,reef + vessel,0,4,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
56.31,5-Mar,3,3,reef + vessel,0,4,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
571,5-Mar,3,3,reef + vessel,0,1,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
57.11,5-Mar,3,3,reef + vessel,0,1,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
57.21,5-Mar,3,3,reef + vessel,0,1,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
57.31,5-Mar,3,3,reef + vessel,0,1,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
581,5-Mar,3,3,reef + vessel,0,3,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
58.11,5-Mar,3,3,reef + vessel,0,3,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
58.21,5-Mar,3,3,reef + vessel,0,3,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
591,5-Mar,3,3,reef + vessel,0,2,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
59.11,5-Mar,3,3,reef + vessel,0,2,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
59.2,5-Mar,3,3,reef + vessel,0,2,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
59.3,5-Mar,3,3,reef + vessel,0,2,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
59.4,5-Mar,3,3,reef + vessel,0,2,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
59.5,5-Mar,3,3,reef + vessel,0,2,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
601,5-Mar,3,3,reef + vessel,0,5,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
60.1,5-Mar,3,3,reef + vessel,0,5,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
60.2,5-Mar,3,3,reef + vessel,0,5,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
60.3,5-Mar,3,3,reef + vessel,0,5,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
60.4,5-Mar,3,3,reef + vessel,0,5,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
60.5,5-Mar,3,3,reef + vessel,0,5,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
60.6,5-Mar,3,3,reef + vessel,0,5,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
60.7,5-Mar,3,3,reef + vessel,0,5,107.8353215,71.82872498,66.94398176,66.45164163,4534.834937,1.719611251,0.842699755,
611,5-Mar,5,4,reef,0,5,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
61.11,5-Mar,5,4,reef,0,5,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
61.21,5-Mar,5,4,reef,0,5,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
61.31,5-Mar,5,4,reef,0,5,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
621,5-Mar,5,4,reef,0,1,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
62.11,5-Mar,5,4,reef,0,1,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
62.21,5-Mar,5,4,reef,0,1,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
62.31,5-Mar,5,4,reef,0,1,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
631,5-Mar,5,4,reef,0,2,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
63.11,5-Mar,5,4,reef,0,2,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
641,5-Mar,5,4,reef,0,3,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
64.11,5-Mar,5,4,reef,0,3,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
651,5-Mar,5,4,reef,0,4,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
65.11,5-Mar,5,4,reef,0,4,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
65.21,5-Mar,5,4,reef,0,4,109.8331782,74.65141033,68.78784135,67.60190074,4782.770723,0.885634819,0.942311613,
661,5-Mar,4,1,no sound,0,3,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
66.11,5-Mar,4,1,no sound,0,3,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
66.21,5-Mar,4,1,no sound,0,3,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
66.31,5-Mar,4,1,no sound,0,3,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
66.4,5-Mar,4,1,no sound,0,3,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
671,5-Mar,4,1,no sound,0,2,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
67.11,5-Mar,4,1,no sound,0,2,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
67.21,5-Mar,4,1,no sound,0,2,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
67.31,5-Mar,4,1,no sound,0,2,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
67.4,5-Mar,4,1,no sound,0,2,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
681,5-Mar,4,1,no sound,0,4,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
68.11,5-Mar,4,1,no sound,0,4,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
68.2,5-Mar,4,1,no sound,0,4,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
68.3,5-Mar,4,1,no sound,0,4,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
68.4,5-Mar,4,1,no sound,0,4,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
68.5,5-Mar,4,1,no sound,0,4,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
68.6,5-Mar,4,1,no sound,0,4,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
68.7,5-Mar,4,1,no sound,0,4,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
691,5-Mar,4,1,no sound,0,1,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
69.11,5-Mar,4,1,no sound,0,1,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
69.21,5-Mar,4,1,no sound,0,1,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
69.3,5-Mar,4,1,no sound,0,1,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
69.4,5-Mar,4,1,no sound,0,1,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
69.5,5-Mar,4,1,no sound,0,1,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
69.6,5-Mar,4,1,no sound,0,1,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
701,5-Mar,4,1,no sound,0,5,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
70.11,5-Mar,4,1,no sound,0,5,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
70.21,5-Mar,4,1,no sound,0,5,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
70.3,5-Mar,4,1,no sound,0,5,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
70.4,5-Mar,4,1,no sound,0,5,100.7085773,70.70412375,25.2749249,21.93080994,4097.978203,2.99E-304,0.975,
711,5-Mar,2,0,off reef,0,1,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
71.11,5-Mar,2,0,off reef,0,1,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
71.21,5-Mar,2,0,off reef,0,1,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
721,5-Mar,2,0,off reef,0,4,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
72.11,5-Mar,2,0,off reef,0,4,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
72.2,5-Mar,2,0,off reef,0,4,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
72.3,5-Mar,2,0,off reef,0,4,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
72.4,5-Mar,2,0,off reef,0,4,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
72.5,5-Mar,2,0,off reef,0,4,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
72.6,5-Mar,2,0,off reef,0,4,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
731,5-Mar,2,0,off reef,0,5,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
73.11,5-Mar,2,0,off reef,0,5,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
73.21,5-Mar,2,0,off reef,0,5,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
741,5-Mar,2,0,off reef,0,2,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
74.11,5-Mar,2,0,off reef,0,2,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
74.21,5-Mar,2,0,off reef,0,2,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
751,5-Mar,2,0,off reef,0,3,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
75.11,5-Mar,2,0,off reef,0,3,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
75.21,5-Mar,2,0,off reef,0,3,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
75.31,5-Mar,2,0,off reef,0,3,100.2390489,66.79814196,58.60512296,54.59199732,4200.561976,0.520430709,0.964464092,
761,7-Mar,5,3,vessel,0,1,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
76.11,7-Mar,5,3,vessel,0,1,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
76.21,7-Mar,5,3,vessel,0,1,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
76.31,7-Mar,5,3,vessel,0,1,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
76.4,7-Mar,5,3,vessel,0,1,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
76.5,7-Mar,5,3,vessel,0,1,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
771,7-Mar,5,3,vessel,0,4,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
77.11,7-Mar,5,3,vessel,0,4,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
77.2,7-Mar,5,3,vessel,0,4,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
77.3,7-Mar,5,3,vessel,0,4,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
77.4,7-Mar,5,3,vessel,0,4,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
77.5,7-Mar,5,3,vessel,0,4,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
77.6,7-Mar,5,3,vessel,0,4,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
77.7,7-Mar,5,3,vessel,0,4,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
781,7-Mar,5,3,vessel,0,2,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
78.1,7-Mar,5,3,vessel,0,2,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
78.2,7-Mar,5,3,vessel,0,2,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
78.3,7-Mar,5,3,vessel,0,2,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
78.4,7-Mar,5,3,vessel,0,2,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
78.5,7-Mar,5,3,vessel,0,2,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
78.6,7-Mar,5,3,vessel,0,2,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
78.7,7-Mar,5,3,vessel,0,2,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
78.8,7-Mar,5,3,vessel,0,2,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
791,7-Mar,5,3,vessel,0,5,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
79.11,7-Mar,5,3,vessel,0,5,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
79.21,7-Mar,5,3,vessel,0,5,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
79.31,7-Mar,5,3,vessel,0,5,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
801,7-Mar,5,3,vessel,0,3,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
80.11,7-Mar,5,3,vessel,0,3,114.1730605,77.98854331,74.14709509,72.19022011,4273.390105,1.937853525,0.802997501,
811,7-Mar,1,4,reef + vessel,0,2,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
81.11,7-Mar,1,4,reef + vessel,0,2,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
821,7-Mar,1,4,reef + vessel,0,3,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
82.11,7-Mar,1,4,reef + vessel,0,3,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
831,7-Mar,1,4,reef + vessel,0,5,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
83.11,7-Mar,1,4,reef + vessel,0,5,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
83.21,7-Mar,1,4,reef + vessel,0,5,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
83.3,7-Mar,1,4,reef + vessel,0,5,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
83.4,7-Mar,1,4,reef + vessel,0,5,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
83.5,7-Mar,1,4,reef + vessel,0,5,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
83.6,7-Mar,1,4,reef + vessel,0,5,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
841,7-Mar,1,4,reef + vessel,0,1,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
84.11,7-Mar,1,4,reef + vessel,0,1,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
84.21,7-Mar,1,4,reef + vessel,0,1,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
84.3,7-Mar,1,4,reef + vessel,0,1,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
84.4,7-Mar,1,4,reef + vessel,0,1,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
84.5,7-Mar,1,4,reef + vessel,0,1,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
84.6,7-Mar,1,4,reef + vessel,0,1,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
851,7-Mar,1,4,reef + vessel,0,4,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
85.11,7-Mar,1,4,reef + vessel,0,4,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
85.21,7-Mar,1,4,reef + vessel,0,4,109.9018205,71.94492071,71.44656631,66.25778723,4297.52642,1.649829517,0.883501484,
861,7-Mar,2,0,reef,0,3,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
86.11,7-Mar,2,0,reef,0,3,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
86.21,7-Mar,2,0,reef,0,3,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
86.31,7-Mar,2,0,reef,0,3,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
86.4,7-Mar,2,0,reef,0,3,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
86.5,7-Mar,2,0,reef,0,3,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
871,7-Mar,2,0,reef,0,2,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
87.11,7-Mar,2,0,reef,0,2,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
881,7-Mar,2,0,reef,0,5,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
88.11,7-Mar,2,0,reef,0,5,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
88.21,7-Mar,2,0,reef,0,5,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
88.3,7-Mar,2,0,reef,0,5,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
88.4,7-Mar,2,0,reef,0,5,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
891,7-Mar,2,0,reef,0,1,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
901,7-Mar,2,0,reef,0,4,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
90.11,7-Mar,2,0,reef,0,4,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
90.21,7-Mar,2,0,reef,0,4,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
90.31,7-Mar,2,0,reef,0,4,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
90.4,7-Mar,2,0,reef,0,4,118.292098,74.0105804,77.3439349,77.55052288,4471.769108,1.608616377,0.851269003,
911,7-Mar,3,1,no sound,0,2,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
91.11,7-Mar,3,1,no sound,0,2,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
91.21,7-Mar,3,1,no sound,0,2,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
921,7-Mar,3,1,no sound,0,5,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
92.11,7-Mar,3,1,no sound,0,5,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
92.21,7-Mar,3,1,no sound,0,5,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
92.31,7-Mar,3,1,no sound,0,5,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
92.4,7-Mar,3,1,no sound,0,5,89.44347624,59.40335221,25.62507675,24.57162575,4111.859967,2.99E-304,0.975,
